"","submission_date","state","tot_cases","new_case","tot_death","new_death","created_at"
"7760",2020-12-23,"NM",133242,1167,2151,39,"2020-12-25T00:00:00.000"
"7761",2020-09-22,"SD",19189,320,202,0,"2020-09-23T13:51:22.296"
"7762",2021-05-08,"OH",1082815,1297,19428,0,"2021-05-09T13:43:24.481"
"7763",2020-05-24,"NM",6943,148,308,9,"2020-05-26T00:00:00.000"
"7764",2020-07-25,"OH",83184,1438,3297,0,"2020-07-26T15:17:16.725"
"7765",2021-04-12,"TN",818387,652,12015,3,"2021-04-11T00:00:00.000"
"7766",2022-01-09,"TN",1540515,11690,21095,1,"2022-01-08T00:00:00.000"
"7768",2020-03-10,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"7769",2021-12-18,"OH",1839501,10134,28028,0,"2021-12-20T14:01:33.649"
"7770",2020-12-31,"SD",99164,444,1488,24,"2021-01-01T14:49:07.256"
"7771",2021-07-24,"PA",1225091,646,27823,3,"2021-07-24T00:00:00.000"
"7772",2020-06-23,"OH",46127,590,2735,31,"2020-06-24T15:03:27.381"
"7773",2022-01-16,"SD",203137,0,2559,0,"2022-01-17T15:24:48.868"
"7774",2021-10-01,"OH",1420206,6234,22273,328,"2021-10-02T13:37:53.374"
"7776",2020-12-15,"PA",517931,9920,12890,270,"2020-12-15T00:00:00.000"
"7779",2021-12-27,"OH",1940000,8092,28720,0,"2021-12-28T17:00:54.976"
"7780",2021-05-09,"NM",199711,189,3986,0,"2021-05-11T00:00:00.000"
"7781",2021-12-24,"SD",175677,0,2456,0,"2021-12-25T14:11:33.833"
"7782",2020-11-05,"OH",235170,4961,5461,33,"2020-11-06T15:33:41.082"
"7783",2020-08-10,"NY",193267,239,8880,1,"2020-08-11T14:16:27.891"
"7784",2020-06-12,"OH",40424,420,2508,18,"2020-06-13T17:46:26.029"
"7785",2020-06-15,"NM",9845,122,427,5,"2020-06-17T00:00:00.000"
"7786",2021-07-04,"SD",124604,11,2038,0,"2021-07-05T14:30:02.367"
"7787",2020-04-04,"PA",10175,1704,136,34,"2020-04-04T00:00:00.000"
"7788",2020-09-13,"OH",137405,837,4415,4,"2020-09-14T14:01:21.851"
"7789",2020-09-10,"NY",204928,421,8983,7,"2020-09-11T13:51:03.398"
"7790",2020-08-22,"PA",134003,813,7576,18,"2020-08-22T00:00:00.000"
"7791",2021-06-22,"OH",1109374,349,20213,47,"2021-06-23T15:24:06.521"
"7792",2020-12-03,"SD",83348,1145,1033,38,"2020-12-04T15:00:59.537"
"7793",2020-06-13,"OH",40848,424,2554,46,"2020-06-14T14:19:43.716"
"7794",2021-06-06,"OH",1104648,268,19980,0,"2021-06-07T14:36:26.127"
"7796",2021-10-14,"NM",262954,876,4919,20,"2021-10-16T00:00:00.000"
"7797",2021-10-25,"IA",481207,2054,6848,0,"2021-10-26T13:58:33.944"
"7798",2021-01-29,"PA",841497,8419,21462,159,"2021-01-29T00:00:00.000"
"7799",2021-08-12,"TN",936259,5601,12912,20,"2021-08-11T00:00:00.000"
"7800",2021-04-19,"SD",121189,66,1953,0,"2021-04-20T14:59:01.239"
"7801",2020-08-15,"NM",23302,142,675,6,"2020-08-17T00:00:00.000"
"7803",2021-05-07,"PA",1175882,3011,26494,47,"2021-05-07T00:00:00.000"
"7804",2020-07-10,"NM",14549,298,519,6,"2020-07-12T00:00:00.000"
"7805",2021-05-17,"NY",1141984,798,19645,7,"2021-05-18T14:26:44.043"
"7806",2021-12-18,"NY",1708930,10319,22992,48,"2021-12-20T14:01:33.649"
"7807",2021-06-23,"NM",205134,76,4329,2,"2021-06-25T00:00:00.000"
"7808",2021-11-11,"PA",1613315,5293,32261,73,"2021-11-12T17:03:41.531"
"7810",2021-05-10,"PA",1180727,996,26550,7,"2021-05-10T00:00:00.000"
"7811",2021-03-23,"NM",190064,171,3791,11,"2021-03-25T00:00:00.000"
"7813",2020-07-01,"NY",178604,329,8687,7,"2020-07-02T15:10:03.527"
"7814",2020-03-26,"IA",179,34,1,0,"2020-03-26T16:22:39.452"
"7815",2021-06-13,"NM",204194,75,4294,0,"2021-06-15T00:00:00.000"
"7816",2020-09-23,"OH",146753,903,4687,52,"2020-09-24T13:54:02.843"
"7817",2021-09-28,"SD",143995,812,2133,4,"2021-09-29T15:04:06.936"
"7818",2021-08-04,"SD",125592,58,2050,7,"2021-08-11T16:40:32.000"
"7819",2020-07-18,"NY",185184,367,8779,9,"2020-07-19T15:05:47.084"
"7820",2020-04-29,"OH",17303,534,937,138,"2020-04-30T16:07:01.546"
"7821",2021-02-08,"SD",109283,54,1809,0,"2021-02-09T15:24:29.092"
"7822",2020-01-25,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"7823",2020-12-21,"IA",268127,878,3589,0,"2020-12-22T14:35:48.855"
"7825",2020-11-18,"SD",68671,1387,674,30,"2020-11-19T15:01:36.742"
"7826",2020-04-04,"OH",3739,427,102,11,"2020-04-03T16:22:39.452"
"7827",2021-08-17,"SD",127320,395,2055,2,"2021-08-18T14:45:06.728"
"7828",2021-06-11,"IA",372398,89,6097,2,"2021-06-12T14:13:34.935"
"7829",2020-12-27,"TN",554825,4884,6443,7,"2020-12-26T00:00:00.000"
"7830",2020-10-12,"PA",179426,1111,8368,18,"2020-10-12T00:00:00.000"
"7831",2021-02-11,"NY",859076,4906,17153,69,"2021-02-12T14:56:38.403"
"7832",2020-05-30,"NM",7624,131,341,7,"2020-06-01T00:00:00.000"
"7833",2020-01-26,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"7835",2021-07-17,"NY",1161724,402,19957,1,"2021-07-19T13:20:07.101"
"7836",2020-05-18,"NY",158141,613,7496,48,"2020-05-19T15:45:23.000"
"7837",2021-04-28,"PA",1149301,3301,26129,57,"2021-04-28T00:00:00.000"
"7838",2020-09-23,"TN",184120,1635,2261,28,"2020-09-22T00:00:00.000"
"7839",2020-06-22,"IA",26051,94,686,1,"2020-06-23T14:28:19.177"
"7840",2020-01-30,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"7841",2021-09-15,"NY",1289383,3181,20601,25,"2021-09-16T14:24:46.593"
"7842",2021-05-03,"OH",1075999,995,19284,0,"2021-05-04T14:00:10.529"
"7843",2020-04-02,"NM",403,40,7,1,"2020-04-04T00:00:00.000"
"7845",2021-08-06,"NM",213793,546,4423,6,"2021-08-08T00:00:00.000"
"7848",2020-05-02,"NM",3732,219,139,8,"2020-05-04T00:00:00.000"
"7849",2021-09-04,"IA",412645,1068,6307,0,"2021-09-06T13:20:57.768"
"7850",2021-06-06,"NY",1153222,309,19830,12,"2021-06-07T14:36:26.127"
"7852",2021-03-03,"SD",112833,181,1893,5,"2021-03-04T15:08:33.824"
"7854",2021-02-22,"NM",183023,234,3524,11,"2021-02-24T00:00:00.000"
"7855",2021-09-28,"TN",1219951,3342,15055,103,"2021-09-27T00:00:00.000"
"7856",2021-10-15,"NY",1391234,4307,21336,22,"2021-10-16T13:26:43.774"
"7857",2020-05-27,"TN",21173,354,343,5,"2020-05-26T00:00:00.000"
"7858",2021-07-07,"PA",1218628,184,27718,10,"2021-07-07T00:00:00.000"
"7859",2021-01-08,"NM",153456,1637,2613,29,"2021-01-10T00:00:00.000"
"7860",2020-10-15,"IA",103638,1193,1506,8,"2020-10-16T13:33:55.808"
"7861",2021-06-19,"NM",204785,87,4313,0,"2021-06-21T00:00:00.000"
"7862",2021-06-16,"PA",1214852,243,27531,17,"2021-06-16T00:00:00.000"
"7863",2021-07-22,"TN",878620,1446,12666,15,"2021-07-21T00:00:00.000"
"7865",2021-08-11,"TN",930658,4091,12892,7,"2021-08-10T00:00:00.000"
"7866",2021-02-06,"OH",918079,3549,11652,81,"2021-02-07T14:46:31.377"
"7868",2020-10-02,"NM",30000,339,835,4,"2020-10-04T00:00:00.000"
"7870",2020-08-14,"TN",127248,2501,1313,24,"2020-08-13T00:00:00.000"
"7871",2020-02-02,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"7872",2021-06-19,"IA",373046,75,6111,1,"2021-06-19T00:00:00.000"
"7873",2020-07-29,"NM",20136,345,606,6,"2020-07-31T00:00:00.000"
"7874",2020-07-20,"SD",7943,37,118,0,"2020-07-21T14:50:17.717"
"7875",2020-03-06,"NM",0,0,0,0,"2020-03-08T00:00:00.000"
"7876",2021-07-08,"OH",1113383,377,20366,0,"2021-07-09T13:56:56.578"
"7877",2021-07-29,"NM",210085,401,4405,1,"2021-07-31T00:00:00.000"
"7878",2020-05-09,"IA",11671,214,252,9,"2020-05-10T21:26:08.000"
"7879",2020-02-02,"PA",0,0,0,0,"2020-03-26T16:22:39.452"
"7880",2020-02-16,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"7881",2020-08-17,"OH",109062,775,3832,6,"2020-08-18T14:26:55.280"
"7883",2020-06-10,"OH",39575,413,2457,36,"2020-06-11T14:48:51.509"
"7884",2021-01-16,"IA",304270,1150,4321,64,"2021-01-17T15:43:14.832"
"7887",2021-02-14,"PA",901640,2431,23096,24,"2021-02-14T00:00:00.000"
"7890",2021-01-26,"IA",314411,896,4492,4,"2021-01-27T14:53:24.793"
"7891",2020-06-18,"TN",32025,405,497,4,"2020-06-17T00:00:00.000"
"7892",2020-04-13,"NY",88268,2782,2661,218,"2020-04-12T16:22:39.452"
"7893",2021-04-13,"OH",1043729,2340,18917,90,"2021-04-14T14:34:57.978"
"7894",2021-06-26,"SD",124498,6,2030,0,"2021-06-28T13:23:06.921"
"7895",2021-01-22,"TN",694013,4703,8684,128,"2021-01-21T00:00:00.000"
"7896",2020-07-11,"NM",14773,224,523,4,"2020-07-13T00:00:00.000"
"7898",2020-07-05,"SD",7063,35,97,0,"2020-07-06T15:16:12.497"
"7899",2021-07-12,"PA",1219666,130,27750,1,"2021-07-12T00:00:00.000"
"7900",2020-03-13,"TN",1,1,0,0,"2020-03-12T00:00:00.000"
"7901",2021-04-23,"NM",196221,231,3913,1,"2021-04-25T00:00:00.000"
"7902",2021-03-06,"NM",186742,282,3680,10,"2021-03-08T00:00:00.000"
"7903",2021-02-03,"IA",321836,1218,4975,56,"2021-02-04T14:53:58.929"
"7904",2021-05-26,"SD",124071,48,2004,0,"2021-05-27T13:41:41.416"
"7905",2021-04-03,"SD",118361,175,1938,0,"2021-04-04T13:43:43.841"
"7906",2021-01-20,"PA",790894,5592,19868,401,"2021-01-20T00:00:00.000"
"7907",2020-10-27,"IA",117782,1079,1661,13,"2020-10-28T13:52:28.313"
"7908",2021-03-27,"NY",1010776,4298,18697,32,"2021-03-28T13:52:27.652"
"7909",2020-08-19,"NY",196187,358,8914,4,"2020-08-20T15:11:45.225"
"7910",2020-04-14,"OH",7280,305,324,56,"2020-04-13T16:22:39.452"
"7911",2021-08-02,"NY",1174979,941,19990,0,"2021-08-03T14:29:23.404"
"7912",2021-04-16,"OH",1050112,2003,18991,74,"2021-04-17T13:58:33.309"
"7913",2021-03-26,"PA",1011727,4989,24953,36,"2021-03-26T00:00:00.000"
"7914",2021-06-23,"SD",124468,22,2029,2,"2021-06-24T15:16:23.268"
"7915",2020-11-25,"PA",336180,6959,10095,144,"2020-11-25T00:00:00.000"
"7916",2021-01-06,"NM",149984,1485,2545,45,"2021-01-08T00:00:00.000"
"7917",2021-11-18,"SD",161960,486,2303,6,"2021-11-19T15:04:49.744"
"7919",2021-10-07,"NY",1363979,3678,21118,20,"2021-10-08T13:43:16.459"
"7921",2020-12-08,"NY",385232,5874,10440,58,"2020-12-09T14:45:40.234"
"7923",2020-11-17,"NY",283503,3154,9544,26,"2020-11-18T14:57:46.366"
"7924",2021-01-18,"PA",779671,3988,19390,80,"2021-01-18T00:00:00.000"
"7925",2020-09-04,"NM",25902,90,752,3,"2020-09-06T00:00:00.000"
"7926",2021-02-21,"NM",182789,314,3513,12,"2021-02-23T00:00:00.000"
"7927",2020-08-11,"TN",121706,894,1233,10,"2020-08-10T00:00:00.000"
"7928",2021-07-31,"NY",1172784,1368,19985,2,"2021-08-02T12:48:14.485"
"7929",2021-07-16,"OH",1116322,533,20437,26,"2021-07-17T13:43:02.763"
"7930",2021-09-25,"NY",1325098,3798,20842,24,"2021-09-27T13:21:43.831"
"7931",2021-03-29,"TN",802561,814,11866,14,"2021-03-28T00:00:00.000"
"7933",2021-10-18,"NM",265632,627,4942,12,"2021-10-20T00:00:00.000"
"7935",2021-01-11,"PA",734116,5229,17853,83,"2021-01-11T00:00:00.000"
"7936",2021-12-20,"NM",339894,3104,5614,37,"2021-12-21T17:31:35.018"
"7937",2020-02-21,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"7938",2020-11-24,"NM",86247,2099,1362,28,"2020-11-26T00:00:00.000"
"7939",2021-03-21,"NM",189731,171,3777,0,"2021-03-23T00:00:00.000"
"7940",2021-09-17,"TN",1177295,6336,14341,52,"2021-09-16T00:00:00.000"
"7941",2021-08-05,"TN",909733,3241,12798,15,"2021-08-04T00:00:00.000"
"7943",2021-06-20,"SD",124405,4,2027,0,"2021-06-21T16:43:32.594"
"7944",2021-12-10,"IA",546287,483,7550,0,"2021-12-11T14:24:24.165"
"7945",2021-04-18,"TN",828838,704,12064,1,"2021-04-17T00:00:00.000"
"7946",2021-11-20,"SD",162375,0,2305,0,"2021-11-22T13:59:30.630"
"7947",2020-06-06,"TN",25613,510,408,7,"2020-06-05T00:00:00.000"
"7948",2021-04-15,"NY",1082315,4150,19122,24,"2021-04-16T14:12:25.838"
"7949",2021-12-28,"PA",1976200,11206,36200,131,"2021-12-29T14:30:55.917"
"7950",2021-10-30,"SD",154482,0,2235,0,"2021-11-01T12:51:18.861"
"7951",2021-06-12,"IA",372525,127,6099,2,"2021-06-13T13:40:53.785"
"7952",2020-05-29,"NY",166285,603,8058,35,"2020-05-30T15:47:59.813"
"7953",2021-12-29,"OH",1975723,20320,28780,0,"2021-12-30T14:41:22.486"
"7954",2020-09-01,"TN",153378,1237,1754,7,"2020-08-31T00:00:00.000"
"7955",2021-12-24,"IA",567997,4042,7799,0,"2021-12-25T14:11:33.833"
"7956",2020-04-29,"NM",3213,239,112,2,"2020-05-01T00:00:00.000"
"7957",2020-05-23,"IA",16898,394,445,21,"2020-05-24T14:15:55.571"
"7958",2020-06-13,"PA",82709,446,6211,0,"2020-06-13T00:00:00.000"
"7959",2021-08-22,"NY",1218532,2498,20164,16,"2021-08-23T14:39:48.247"
"7960",2021-09-06,"NM",237262,624,4551,0,"2021-09-08T00:00:00.000"
"7962",2021-03-04,"SD",113065,232,1896,3,"2021-03-05T16:11:33.097"
"7963",2021-04-23,"TN",834556,1846,12142,12,"2021-04-22T00:00:00.000"
"7964",2021-06-29,"IA",373802,161,6134,1,"2021-06-30T14:11:39.088"
"7965",2021-05-02,"PA",1162868,2440,26275,22,"2021-05-02T00:00:00.000"
"7966",2022-01-11,"SD",195204,4110,2528,0,"2022-01-12T15:21:08.371"
"7968",2021-08-08,"OH",1142330,1413,20556,0,"2021-08-09T14:44:15.398"
"7970",2020-11-25,"NM",88102,1855,1383,21,"2020-11-27T00:00:00.000"
"7971",2021-10-14,"TN",1259949,2091,15769,35,"2021-10-13T00:00:00.000"
"7973",2021-02-10,"NM",178790,510,3353,28,"2021-02-12T00:00:00.000"
"7974",2020-06-19,"PA",85132,551,6419,20,"2020-06-19T00:00:00.000"
"7975",2020-12-05,"NY",368246,7532,10274,57,"2020-12-06T14:51:16.617"
"7976",2020-03-19,"IA",44,6,0,0,"2020-03-26T16:22:39.452"
"7977",2020-02-22,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"7978",2020-03-24,"NM",100,17,0,0,"2020-03-26T00:00:00.000"
"7979",2021-08-18,"NM",221960,874,4457,4,"2021-08-20T00:00:00.000"
"7980",2020-04-20,"NY",110706,2356,3940,153,"2020-04-20T16:22:39.452"
"7981",2020-05-16,"IA",14328,279,346,10,"2020-05-17T15:27:46.000"
"7982",2021-03-23,"IA",346447,513,5683,8,"2021-03-24T14:16:52.349"
"7983",2021-07-25,"IA",377690,195,6170,0,"2021-07-26T13:52:25.259"
"7984",2021-09-02,"PA",1308284,4816,28325,90,"2021-09-03T13:38:30.847"
"7987",2021-09-07,"TN",1108613,13054,13721,24,"2021-09-06T00:00:00.000"
"7988",2020-11-13,"TN",294362,3139,3788,27,"2020-11-12T00:00:00.000"
"7989",2021-07-11,"NM",206450,99,4351,0,"2021-07-13T00:00:00.000"
"7990",2020-09-08,"IA",70865,462,1179,11,"2020-09-09T13:47:50.836"
"7991",2020-09-02,"PA",141498,942,7712,21,"2020-09-02T00:00:00.000"
"7992",2020-09-13,"NM",26761,100,775,0,"2020-09-15T00:00:00.000"
"7993",2021-03-03,"NM",185898,356,3637,13,"2021-03-05T00:00:00.000"
"7994",2021-11-26,"TN",1311935,800,16982,3,"2021-11-25T00:00:00.000"
"7996",2021-09-21,"TN",1194348,4621,14581,131,"2021-09-20T00:00:00.000"
"7997",2021-08-30,"NM",231785,760,4511,7,"2021-09-01T00:00:00.000"
"7998",2021-07-21,"TN",877174,1279,12651,4,"2021-07-20T00:00:00.000"
"7999",2021-12-15,"OH",1807539,9748,27594,0,"2021-12-16T15:10:47.494"
"8000",2021-02-02,"OH",902736,3657,11336,106,"2021-02-03T14:55:58.025"
"8001",2020-09-24,"SD",20097,463,210,8,"2020-09-25T13:54:10.196"
"8002",2020-09-10,"TN",165108,1137,1931,35,"2020-09-09T00:00:00.000"
"8003",2020-11-05,"TN",267460,2634,3478,24,"2020-11-04T00:00:00.000"
"8004",2020-07-16,"NM",16138,297,541,4,"2020-07-18T00:00:00.000"
"8005",2020-12-22,"OH",637032,7678,8252,130,"2020-12-23T14:36:58.341"
"8006",2021-08-11,"SD",126454,124,2051,1,"2021-08-11T16:43:51.000"
"8007",2021-08-23,"PA",1274950,1787,28078,2,"2021-08-23T00:00:00.000"
"8008",2021-08-07,"NM",214228,435,4423,0,"2021-08-09T00:00:00.000"
"8009",2021-10-06,"PA",1458445,5058,29722,111,"2021-10-07T14:06:32.575"
"8010",2020-05-26,"OH",33006,529,2002,15,"2020-05-27T15:37:59.621"
"8011",2020-05-12,"TN",15572,552,251,8,"2020-05-11T00:00:00.000"
"8012",2020-02-04,"OH",0,0,0,0,"2020-03-26T16:22:39.452"
"8013",2020-02-21,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"8016",2020-02-24,"OH",0,0,0,0,"2020-03-26T16:22:39.452"
"8017",2021-02-08,"TN",738226,1354,10469,6,"2021-02-07T00:00:00.000"
"8019",2020-05-15,"NM",5662,159,249,10,"2020-05-17T00:00:00.000"
"8020",2020-06-10,"SD",5604,81,69,1,"2020-06-11T14:48:51.509"
"8022",2022-01-09,"PA",2265232,24683,37665,23,"2022-01-10T15:08:19.537"
"8023",2021-04-06,"PA",1056686,5008,25237,37,"2021-04-06T00:00:00.000"
"8024",2021-05-14,"SD",123644,45,1991,2,"2021-05-15T13:54:58.561"
"8025",2021-08-12,"NY",1193699,2444,20052,13,"2021-08-13T13:45:25.506"
"8026",2020-09-29,"PA",164246,1152,8123,16,"2020-09-29T00:00:00.000"
"8027",2021-04-01,"PA",1035371,3839,25120,27,"2021-04-01T00:00:00.000"
"8028",2021-09-26,"PA",1412039,4247,29141,13,"2021-09-27T14:29:10.948"
"8029",2020-08-23,"IA",56275,540,1036,6,"2020-08-24T13:54:34.344"
"8030",2021-06-15,"OH",1107521,296,20122,31,"2021-06-16T15:10:20.490"
"8031",2020-11-02,"TN",259940,2470,3353,0,"2020-11-01T00:00:00.000"
"8032",2021-08-08,"TN",920769,2590,12838,3,"2021-08-07T00:00:00.000"
"8033",2020-10-26,"PA",202462,1668,8673,7,"2020-10-26T00:00:00.000"
"8034",2020-04-11,"TN",4873,195,98,4,"2020-04-10T00:00:00.000"
"8035",2020-05-02,"OH",19335,592,1021,19,"2020-05-03T15:36:03.076"
"8036",2020-09-26,"TN",187766,1337,2352,42,"2020-09-25T00:00:00.000"
"8037",2021-11-01,"NM",277835,2626,5061,12,"2021-11-03T00:00:00.000"
"8038",2021-07-14,"SD",124774,43,2040,1,"2021-07-15T14:29:47.308"
"8039",2021-02-15,"TN",751569,1254,10933,31,"2021-02-14T00:00:00.000"
"8040",2020-10-13,"NM",33713,351,865,3,"2020-10-15T00:00:00.000"
"8041",2021-12-23,"IA",563955,0,7799,0,"2021-12-24T14:15:59.508"
"8042",2020-03-18,"TN",18,4,0,0,"2020-03-17T00:00:00.000"
"8043",2021-06-08,"IA",372153,89,6078,5,"2021-06-09T14:26:44.647"
"8044",2021-05-11,"TN",849546,625,12292,16,"2021-05-10T00:00:00.000"
"8045",2020-03-13,"OH",5,0,0,0,"2020-03-26T16:22:39.452"
"8046",2020-09-26,"SD",21133,579,218,2,"2020-09-27T13:39:49.124"
"8047",2021-05-30,"NM",203039,109,4259,0,"2021-06-01T00:00:00.000"
"8049",2020-05-31,"SD",4993,33,62,0,"2020-06-01T14:17:42.906"
"8050",2021-08-14,"IA",389807,584,6210,0,"2021-08-16T12:55:48.962"
"8051",2020-05-01,"SD",2525,76,21,4,"2020-05-02T15:47:19.352"
"8052",2021-02-08,"NM",177867,311,3306,13,"2021-02-10T00:00:00.000"
"8053",2021-01-25,"SD",107180,32,1705,0,"2021-01-26T14:46:01.604"
"8054",2020-01-24,"PA",0,0,0,0,"2020-03-26T16:22:39.452"
"8056",2021-04-16,"PA",1105219,5564,25622,56,"2021-04-16T00:00:00.000"
"8057",2021-06-19,"NY",1156118,237,19902,13,"2021-06-18T13:48:26.536"
"8058",2020-07-15,"NM",15841,327,537,6,"2020-07-17T00:00:00.000"
"8059",2021-11-05,"NY",1453696,3882,21570,28,"2021-11-06T13:17:26.097"
"8060",2021-11-08,"NM",286086,3344,5124,11,"2021-11-09T15:49:35.085"
"8061",2021-01-22,"NM",167731,908,2978,33,"2021-01-24T00:00:00.000"
"8062",2020-12-20,"SD",94727,391,1361,11,"2020-12-21T14:39:53.673"
"8063",2021-07-23,"NM",208487,244,4394,3,"2021-07-25T00:00:00.000"
"8064",2021-06-13,"TN",862659,148,12496,0,"2021-06-12T00:00:00.000"
"8065",2021-01-19,"IA",306679,1057,4332,8,"2021-01-20T14:44:03.544"
"8066",2021-08-21,"IA",395951,784,6226,0,"2021-08-23T12:48:27.632"
"8068",2021-04-14,"OH",1045945,2216,18917,0,"2021-04-15T13:58:27.750"
"8069",2020-10-28,"SD",42000,1270,384,9,"2020-10-29T14:11:33.577"
"8071",2020-08-25,"PA",135630,592,7605,26,"2020-08-25T00:00:00.000"
"8072",2020-10-03,"SD",23986,464,248,11,"2020-10-04T13:35:23.162"
"8073",2021-08-19,"SD",127991,295,2057,1,"2021-08-20T13:21:34.552"
"8074",2020-03-25,"PA",1201,259,10,3,"2020-03-25T00:00:00.000"
"8075",2020-07-15,"SD",7652,80,111,2,"2020-07-16T14:22:21.119"
"8076",2021-09-26,"OH",1390015,4266,21820,0,"2021-09-27T14:29:10.948"
"8077",2021-04-21,"NY",1099378,2341,19246,24,"2021-04-22T13:56:30.011"
"8078",2020-09-11,"IA",73070,795,1212,5,"2020-09-12T14:12:43.160"
"8079",2020-11-05,"PA",227374,2949,8937,47,"2020-11-05T00:00:00.000"
"8080",2021-12-08,"OH",1752508,8707,27011,0,"2021-12-09T14:45:23.102"
"8081",2021-12-09,"SD",170800,384,2392,8,"2021-12-10T14:19:59.576"
"8082",2021-08-17,"PA",1259790,2544,27993,27,"2021-08-17T00:00:00.000"
"8084",2020-11-29,"NY",331686,4429,9957,46,"2020-11-30T14:51:40.262"
"8085",2020-05-30,"IA",19244,288,531,8,"2020-05-31T14:43:17.781"
"8086",2020-11-01,"IA",130361,2395,1717,1,"2020-11-02T14:53:09.062"
"8087",2021-01-22,"NY",751375,8837,15300,116,"2021-01-23T14:50:13.435"
"8089",2022-01-01,"NY",1960358,35752,23670,59,"2022-01-03T13:55:55.033"
"8090",2021-01-22,"OH",853982,4278,10599,81,"2021-01-23T14:50:13.435"
"8091",2021-06-13,"PA",1214098,187,27457,0,"2021-06-13T00:00:00.000"
"8092",2021-02-27,"NY",915323,3769,17964,31,"2021-02-28T14:48:18.530"
"8093",2020-11-29,"OH",414432,7729,6399,21,"2020-11-30T14:51:40.262"
"8094",2020-11-26,"SD",76142,0,849,0,"2020-11-27T15:07:59.229"
"8095",2021-08-23,"IA",397522,787,6226,0,"2021-08-24T14:24:26.650"
"8096",2020-02-02,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"8097",2020-11-12,"OH",274457,7101,5658,35,"2020-11-13T14:54:34.454"
"8098",2021-12-29,"TN",1399393,11463,20776,38,"2021-12-28T00:00:00.000"
"8100",2021-07-30,"IA",379797,441,6183,0,"2021-07-31T13:56:41.471"
"8101",2020-11-24,"SD",74858,1010,821,2,"2020-11-25T14:53:15.184"
"8102",2021-03-08,"PA",956196,1412,24356,7,"2021-03-08T00:00:00.000"
"8103",2021-05-12,"TN",850389,843,12296,4,"2021-05-11T00:00:00.000"
"8104",2021-01-28,"NM",171719,672,3125,28,"2021-01-30T00:00:00.000"
"8105",2020-12-28,"OH",675044,4519,8571,62,"2020-12-29T14:56:32.090"
"8106",2021-08-09,"PA",1243368,1097,27903,1,"2021-08-09T00:00:00.000"
"8107",2021-02-21,"PA",919879,1873,23597,27,"2021-02-21T00:00:00.000"
"8108",2021-01-03,"SD",100532,703,1513,12,"2021-01-04T14:55:45.964"
"8109",2021-07-13,"NM",206666,115,4356,1,"2021-07-15T00:00:00.000"
"8110",2021-09-01,"IA",408390,1822,6307,39,"2021-09-02T13:49:05.431"
"8111",2022-01-08,"IA",608000,0,8019,0,"2022-01-10T13:58:15.639"
"8112",2021-03-24,"SD",116370,270,1924,1,"2021-03-25T14:25:23.209"
"8113",2021-09-10,"PA",1338313,5005,28535,37,"2021-09-11T13:20:03.309"
"8114",2021-02-04,"PA",864448,3344,22101,146,"2021-02-04T00:00:00.000"
"8115",2020-01-26,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"8116",2021-11-18,"NM",300101,1788,5238,23,"2021-11-19T15:04:49.744"
"8117",2021-09-09,"PA",1333308,4197,28498,52,"2021-09-10T14:35:13.034"
"8118",2021-01-31,"SD",108250,180,1778,3,"2021-02-01T14:50:29.869"
"8119",2020-03-07,"SD",0,0,0,0,"2020-03-26T16:22:39.452"
"8120",2020-02-03,"NY",0,0,0,0,"2020-03-26T16:22:39.452"
"8121",2021-04-27,"TN",837899,1089,12163,11,"2021-04-26T00:00:00.000"
"8122",2020-08-07,"NY",192384,370,8874,3,"2020-08-08T14:58:44.922"
"8123",2021-11-15,"OH",1608415,3927,25643,0,"2021-11-16T14:59:01.658"
"8124",2020-04-22,"PA",36640,1296,1622,58,"2020-04-22T00:00:00.000"
"8125",2020-09-21,"SD",18869,173,202,0,"2020-09-22T13:51:57.795"
"8126",2021-11-25,"OH",1660131,0,26190,0,"2021-11-26T14:12:52.035"
"8127",2021-11-02,"OH",1551705,3917,24763,236,"2021-11-03T13:51:46.667"
"8128",2020-07-26,"IA",42199,528,827,1,"2020-07-27T14:16:42.667"
"8132",2020-04-12,"PA",23263,1180,507,13,"2020-04-12T00:00:00.000"
"8135",2021-08-16,"NY",1202885,2069,20086,6,"2021-08-17T14:24:04.262"
"8136",2021-10-07,"NM",257970,1023,4854,14,"2021-10-09T00:00:00.000"
"8137",2020-09-07,"OH",130558,0,4259,0,"2020-09-08T14:47:00.875"
"8139",2020-09-21,"NY",210017,313,9015,0,"2020-09-22T13:51:57.795"
"8140",2021-11-11,"NM",288557,0,5148,0,"2021-11-12T17:03:41.531"
"8141",2020-04-18,"NY",105548,3258,3562,2,"2020-04-18T16:22:39.452"
"8142",2020-10-09,"PA",175396,1427,8308,9,"2020-10-09T00:00:00.000"
